PROMOTOR-GESTOR;ACCES;TIPUS VELOCITAT;TIPUS CONNEXIÓ;LATITUD;LONGITUD;IDENTIFICADOR;DESIGNACIÓ-DESCRIPTIVA;IDE PDR;ADREÇA;PROVINCIA;CODIPROV;MUNICIPI;CODIINE;NPLACES ESTACIÓ;TIPUS VEHICLE;TELEFON;HORARI;INFORMACIÓ ADICIONAL
AMERSAM;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41.155844;1.101972; 43-1233-009 ;Parking Oques;;Passeig de Sunyer, 5;Tarragona;43;Reus;1233;4;cotxe i moto;977.300.006;24h;Cal activar el servei via web
AMERSAM;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41.153851;1.101613; 43-1233-010 ;Parking Passeig Prim;;Camí de Riudoms, 27;Tarragona;43;Reus;1233;2;cotxe i moto;977.300.006;24h;Cal activar el servei via web
El Corte Ingles Tarragona;APARCAMENT CC;NORMAL;Schuko;41.121159436;1.242038612; 43-1482-001 ;CC El Corte Ingles (Tarragona);;Avinguda  President LLuis Companys 7-11;Tarragona;43;Tarragona;1482;3;cotxe i moto;;Horari Comercial;
CC CARREFOUR Tarragona;APARCAMENT CC;NORMAL;Schuko;41.12742844368022;1.2068639695644379; 43-1482-002 ;CC CARREFOUR TARRAGONA;;Carretera de Reus, 57-59, AP-7;Tarragona;43;Tarragona;1482;2;cotxe i moto;;Horari Comercial;
EMPARK;APARCAMENT PUBLIC;NORMAL ;Schuko;41.118491;1.246252; 43-1482-003 ;Parking EMPARK;;Rambla Nova, 124;Tarragona;43;Tarragona;1482;1;cotxe i moto;;24h;
RENAULT (AUTOXANDRI);CONCESSIONARI (PRIVAT);semiRAPID i NORMAL;MENNEKES.F+Schuko;41.132584;1.204052; 43-1482-004 ;RENAULT (AUTOXANDRI);;Carrer Josep Maria Folch i Torres, 12, Pol.Ind Les Gavarres;Tarragona;43;Tarragona;1482;2;cotxe i moto;977.050.050;Horari Comercial;
ALBET i NOYA vinyes;COMERÇ;semiRAPID i NORMAL;MENNEKES.F+Schuko;41.384744;1.806303; 08-2732-002 ;Albet i Noya;;Can Vendrell, s/n, Sant Pau d'Ordal;Barcelona;08;Subirats;2732;2;cotxe i moto;93.899.48.12;Horari Comercial;
TESLA Hotel Mas la Boella;APARCAMENT HOTEL;superRAPID;TESLA+MENNEKES.F;41.134761;1.169125; 43-9076-001 ;TESLA Supercarregador Tarragona - Hotel Mas la Boella (120kW);;Autovia T-11 sortida 12, La Canonja;Tarragona;43;La Canonja;9076;4;cotxe;977.77.15.15;24h;
SABA;APARCAMENT PUBLIC;NORMAL;Schuko;41.37764;2.13894; 08-0193-173 ;Saba Aparcament Estació de Sants;;Plaça Joan Peiró;Barcelona;08;Barcelona;0193;2;cotxe i moto;;;
;;NORMAL;MENNEKES.F+Schuko;41.07451;1.0526; 43-0385-001 ;Ajuntament Cambrils;;Plaça d'Espanya;Tarragona;43;Cambrils;0385;2;cotxe;;;www.cambrils.cat/aparcam
;;NORMAL;MENNEKES.F+Schuko;41.06488;1.05734; 43-0385-002 ;Ajuntament Cambrils;;Carrer de Robert Gerhard, 4;Tarragona;43;Cambrils;0385;2;moto;;;www.cambrils.cat/aparcam
;;NORMAL;MENNEKES.F+Schuko;41.06491;1.05732; 43-0385-003 ;Ajuntament Cambrils;;Carrer de Robert Gerhard, 4;Tarragona;43;Cambrils;0385;2;cotxe;;;www.cambrils.cat/aparcam
;;NORMAL;Schuko;41.7287941;1.8245564; 08-1136- ;Parking La Farola;;Carrer de Canyelles, 5;Barcelona;08;Manresa;1136;2;cotxe i moto;93.873.13.00;;http://www.lafarola.net/parking/
;;NORMAL;Schuko;41.729438;1.824378; 08-1136- ;Parking Europa;;Carrer Pere III, 55A;Barcelona;08;Manresa;1136;2;cotxe;93.874.84.61;24h;
;BENZINERA;NORMAL;Schuko;41.448;2.1883; 08-0193- ;Meroil Meridiana;;Avinguda Meridiana, 666;Barcelona;08;Barcelona;0193;1;cotxe i moto;;24h;
;APARCAMENT PUBLIC;semiRAPID i NORMAL;MENNEKES.F+Schuko;41.501781;2.029948; 08-1846-002 ;Fotolinera Can Serra;;Carrer de Can Serra, 3;Barcelona;08;Rubí;1846;2+2+3;cotxe i moto;;Dll-Dj 7.30-10.30 i Dv 7.30-15h;
;RESTAURANT;semiRAPID i NORMAL;MENNEKES.F+Schuko+J1772;41.40167;1.75702; 08-2732- ;Restaurant Sol i vi;;Carretera de Sant Sadurní d'Anoia a Vilafranca del Penedès, km 4;Barcelona;08;Subirats;2732;2;cotxe i moto;93.899.32.04;Horari Comercial;
ENSTO;APARCAMENT PRIVAT;semiRAPID i NORMAL;Tipus3+Schuko;42.24867;2.95637; 16-2214-001 ;ENSTO;;Avinguda Mare de Déu del Mont, 41-43;Girona;16;Vilafant;2214;2;cotxe i moto;972.67.56.40;24h;Cal trucar per confirmar
Endesa-Cepsa;ESTACIÓ SERVEI;FORA DE SERVEI;CHAdeMO+MENNEKES;41.406040;2.201385; 08-0193-170 ;ES Cepsa-Endesa (50kW);;Carrer de Lope de Vega, 125 ;Barcelona;08;BARCELONA;0193;1;cotxe;;;
Generalitat de Catalunya;Aparcament Estació;NORMAL;Schuko;41.48402;1.91808;;Intercanviador FGC Martorell;FGCMART;Avinguda Comte de Llobregat - Plaça Joan Serrats;Barcelona;08;MARTORELL;;2;cotxe i moto;;;http://premsa.gencat.cat/pres_fsvp/AppJava/notapremsavw/281799/ca/projecte-pilot-installar-punts-recarrega-vehicles-electrics-estacions-dfgc.do
Generalitat de Catalunya;Aparcament Estació;NORMAL;Schuko;41.53044;2.08878;;Intercanviador FGC Sant Quirze;FGCSQZE;Carretera de Molins de Rei - Avinguda Països Catalans;Barcelona;08;SANT QUIRZE DEL VALLÈS;;2;cotxe i moto;;;http://premsa.gencat.cat/pres_fsvp/AppJava/notapremsavw/281799/ca/projecte-pilot-installar-punts-recarrega-vehicles-electrics-estacions-dfgc.do
Area Metropolitana de Barcelona;VIA PUBLICA (AMB);RAPID;CCS Combo2+ChadeMO+Mennekes;41.31814;2.07481;;EdRR El Prat de Llobregat (AMB) (DC50kW AC44kW);AMB2;Plaça de la Volateria-Carrer de Canudas;Barcelona;08;EL PRAT DE LLOBREGAT;;1;cotxe;;24h;http://www.amb.cat/web/mobilitat/planificacio/vehicle-electric/actuacions-metropolitanes
Area Metropolitana de Barcelona;VIA PUBLICA (AMB);RAPID;CCS Combo2+ChadeMO+Mennekes;41.3532641;2.0897608;;EdRR Cornellà de Llobregat (AMB) (DC50kW AC44kW);AMB3;Carrer de Baltasar Oriol i Mercer-Avinguda de la Porta Diagonal;Barcelona;08;CORNELLÀ DE LLOBREGAT;;1;cotxe;;24h;http://www.amb.cat/web/mobilitat/planificacio/vehicle-electric/actuacions-metropolitanes
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
